age,monthly_income,loan_amount,repayment_period,transaction_volume_mtd,avg_mpesa_balance,utility_payment_timeliness,has_previous_loan,gender,region,default
50,83389,10777,60,71,3068,early,1,M,Nairobi,0
57,55519,37331,60,134,9036,on-time,1,M,Nyeri,1
27,9042,21968,7,106,701,on-time,0,F,Mombasa,1
46,54052,38809,30,97,8034,on-time,0,F,Nairobi,1
30,19389,12292,14,114,5374,on-time,1,F,Nairobi,1
29,73111,41794,14,86,1942,on-time,1,F,Kisumu,1
48,98715,14923,30,82,2762,on-time,0,F,Eldoret,0
19,55733,28703,60,6,8774,on-time,1,F,Kisumu,1
52,39754,19657,60,69,4136,late,0,F,Eldoret,1
40,23624,4629,14,24,2739,on-time,0,M,Kisumu,0
34,90886,3114,14,38,5626,early,0,F,Nyeri,0
43,31681,35445,30,45,5468,on-time,1,M,Kisumu,1
25,94524,36862,60,27,7243,on-time,0,M,Nyeri,0
46,86006,26574,14,42,6203,early,0,F,Mombasa,0
43,29704,33349,60,71,3925,on-time,0,F,Mombasa,1
27,99913,23257,14,66,9974,on-time,1,F,Kisumu,0
43,99108,36052,30,144,5770,late,1,F,Mombasa,1
51,12493,38820,60,34,4896,on-time,0,M,Nairobi,1
58,74639,18973,14,91,3708,on-time,1,M,Nyeri,0
24,59383,26737,14,122,6978,on-time,0,M,Eldoret,0
21,7994,13047,14,10,1118,on-time,1,M,Nyeri,1
28,74280,23113,14,79,5449,on-time,1,F,Kisumu,0
46,52234,1694,30,136,4860,on-time,1,M,Mombasa,1
53,52291,16588,60,97,1411,on-time,0,M,Mombasa,0
42,97868,46823,60,14,9710,late,1,F,Nairobi,1
38,10594,49848,7,55,2600,early,1,F,Mombasa,1
53,12371,21067,60,97,2767,early,1,F,Kisumu,1
27,52315,7704,7,42,6134,on-time,1,M,Kisumu,0
54,88564,41136,14,133,9678,on-time,1,F,Eldoret,0
26,84526,2971,30,140,5330,on-time,1,F,Nyeri,0
41,21626,48361,30,106,9436,on-time,0,M,Nyeri,1
52,91005,41823,14,85,4934,on-time,1,F,Nyeri,0
52,12130,12441,7,87,1646,on-time,1,M,Eldoret,1
53,11828,32476,14,147,2245,late,1,F,Eldoret,1
35,62514,15677,30,35,2263,early,0,F,Eldoret,0
56,57664,28818,30,25,3112,late,1,F,Nairobi,1
49,22883,2868,60,135,4544,on-time,1,F,Eldoret,0
41,48059,19055,7,130,3523,on-time,1,M,Mombasa,0
40,89078,2728,60,39,7279,on-time,0,M,Nairobi,0
49,47932,8632,30,148,3659,on-time,1,M,Mombasa,0
54,66269,13043,30,49,9848,early,1,F,Nyeri,0
29,80986,7403,60,63,2786,on-time,0,M,Kisumu,0
30,90959,16732,60,16,2432,on-time,1,M,Nyeri,1
40,7035,19526,30,144,6166,early,1,F,Eldoret,1
42,45745,10340,60,37,1756,early,1,M,Kisumu,1
52,22241,39952,60,25,6879,on-time,1,M,Nyeri,1
58,57975,23394,7,64,6138,on-time,0,M,Nairobi,0
47,28154,34021,30,56,8836,on-time,1,F,Eldoret,1
34,30625,5102,14,127,8683,on-time,1,M,Nyeri,0
37,49950,37310,7,110,5389,on-time,1,F,Kisumu,1
42,61396,20159,14,104,6320,on-time,1,F,Mombasa,0
39,18331,7212,60,75,396,on-time,0,M,Nyeri,0
30,68927,32824,60,139,6573,on-time,1,M,Nairobi,0
36,91226,38405,14,66,1186,late,0,M,Kisumu,1
53,89719,12525,60,92,6459,on-time,1,F,Nyeri,1
29,68014,29760,60,28,5294,on-time,1,M,Mombasa,0
58,44346,45239,7,44,5905,on-time,1,F,Eldoret,1
36,75411,46268,14,80,6822,on-time,1,M,Eldoret,1
29,59478,28457,7,140,9408,on-time,1,F,Eldoret,0
26,17254,49015,14,13,9368,on-time,1,M,Kisumu,1
24,60734,11532,7,7,595,on-time,1,F,Mombasa,0
45,33621,14518,30,25,3095,late,1,F,Mombasa,1
31,81441,7476,30,99,193,on-time,0,F,Nyeri,0
48,51121,20743,14,20,4424,early,1,M,Eldoret,0
36,86418,2004,30,111,6493,on-time,0,F,Kisumu,0
33,65197,44054,7,97,5610,early,1,F,Eldoret,1
22,89577,38485,14,137,820,on-time,1,F,Eldoret,0
52,99634,4271,30,143,5175,on-time,1,M,Nyeri,0
29,47431,46482,30,83,6425,on-time,0,F,Nyeri,1
42,9837,1209,14,74,5199,late,0,F,Nyeri,1
38,95025,26463,30,52,4126,late,0,M,Nairobi,1
53,88163,6539,30,19,5157,early,1,F,Nairobi,0
40,76232,20977,14,38,6910,on-time,0,M,Kisumu,0
33,53994,9606,30,64,1206,late,0,M,Kisumu,1
56,84079,45384,30,6,5405,on-time,0,M,Nyeri,1
59,17615,35052,30,84,7834,on-time,0,M,Mombasa,1
56,6466,4148,30,23,6774,late,1,F,Kisumu,1
31,35771,34536,60,53,9663,on-time,1,M,Nairobi,1
48,88886,6607,14,82,8714,on-time,1,F,Nairobi,0
22,70911,20586,60,32,2105,late,1,M,Eldoret,1
52,25746,30250,60,52,5361,late,1,F,Nyeri,1
40,93422,19594,7,100,863,on-time,1,F,Mombasa,0
46,65739,8399,60,113,9189,on-time,1,F,Nyeri,0
28,78369,26117,60,77,9244,on-time,1,F,Nairobi,0
35,6893,34126,7,104,5791,on-time,0,F,Mombasa,1
29,35573,34617,30,33,7159,on-time,1,M,Kisumu,1
26,45874,8498,30,62,4579,on-time,1,F,Eldoret,0
27,82362,38290,60,52,4298,late,1,F,Nairobi,1
34,92460,46541,7,27,9191,late,1,F,Eldoret,1
55,38367,10628,30,31,4123,on-time,1,M,Nyeri,1
24,26199,1329,7,11,4305,on-time,1,M,Mombasa,0
30,96404,39619,14,53,3741,on-time,1,M,Nyeri,0
57,79328,8032,14,113,3643,late,1,M,Eldoret,1
59,62724,49094,14,72,5691,on-time,0,M,Nairobi,1
26,91133,39034,14,77,7343,late,0,M,Eldoret,1
44,41405,38122,60,105,6216,on-time,0,F,Nairobi,1
19,20989,21622,14,12,6433,on-time,1,M,Eldoret,1
22,33931,29584,14,57,861,late,0,F,Nyeri,1
46,14290,48850,7,146,2507,on-time,0,F,Eldoret,1
54,43367,5722,30,139,985,early,0,F,Kisumu,0
55,84878,18772,7,141,6322,on-time,0,F,Nyeri,0
36,95477,21569,60,7,2743,late,1,F,Eldoret,1
25,84481,42679,14,82,9527,on-time,0,F,Eldoret,1
18,81298,4235,30,149,5210,on-time,1,M,Mombasa,0
39,35133,5576,30,90,1568,on-time,0,F,Nyeri,0
34,32052,27707,14,50,6392,on-time,0,M,Mombasa,1
24,90489,34868,14,94,8301,on-time,1,F,Nyeri,0
42,45475,42632,60,146,5761,early,1,F,Nairobi,1
21,87666,42476,60,13,9083,late,1,F,Nyeri,1
53,62656,31285,14,119,6163,on-time,0,F,Nyeri,0
23,9633,25154,14,134,7115,on-time,1,M,Eldoret,1
48,22304,21054,14,79,9954,on-time,1,M,Kisumu,1
36,51546,18165,14,85,6423,early,1,M,Nyeri,0
56,12008,15439,30,132,9035,on-time,1,M,Mombasa,1
44,53291,45518,60,38,2528,on-time,0,F,Kisumu,1
27,32405,23515,14,43,9408,late,1,F,Nyeri,1
43,41386,27962,14,17,7208,on-time,1,M,Kisumu,1
36,95909,43549,30,137,1454,on-time,1,F,Nairobi,0
56,25827,38763,7,54,5927,on-time,0,F,Kisumu,1
20,38040,45754,14,27,2580,on-time,1,M,Nairobi,1
30,65354,46278,30,126,1286,on-time,0,M,Kisumu,1
45,83543,20464,30,124,7009,late,1,F,Kisumu,1
37,23157,43036,7,92,4187,on-time,0,M,Mombasa,1
45,40315,31413,60,116,6328,early,1,F,Mombasa,1
25,40932,34270,60,115,2931,on-time,0,F,Eldoret,1
58,26164,43299,60,76,3761,on-time,1,F,Kisumu,1
56,19414,21269,14,61,1848,late,0,F,Nairobi,1
18,19327,32541,60,5,8034,on-time,1,F,Kisumu,1
20,5946,9009,14,117,9406,on-time,0,F,Nyeri,1
30,19693,18007,14,66,7652,early,1,F,Nairobi,1
45,32241,27462,30,51,3364,on-time,1,M,Nyeri,1
42,20540,12542,60,82,5472,on-time,1,M,Eldoret,1
50,77255,18434,60,110,5874,on-time,1,M,Nyeri,1
55,69757,30765,60,130,5463,early,0,M,Eldoret,0
23,46203,24769,14,9,7991,early,1,M,Eldoret,1
49,30081,23465,14,35,6950,on-time,0,F,Eldoret,1
38,66861,22868,60,41,1163,on-time,1,F,Nyeri,0
33,16350,21156,14,83,6759,late,0,M,Eldoret,1
38,60512,21300,14,147,3848,early,1,F,Eldoret,1
28,61809,14435,7,56,4645,on-time,1,M,Mombasa,1
54,47832,5114,7,143,2832,on-time,1,F,Kisumu,1
53,33369,47336,60,47,1972,late,1,F,Eldoret,1
52,36728,37135,60,44,4820,on-time,1,F,Nairobi,1
36,22576,9095,7,67,2069,on-time,1,M,Nairobi,0
37,34001,38909,14,134,9176,on-time,0,F,Mombasa,1
35,88384,4951,14,91,418,on-time,1,M,Nyeri,0
58,5390,22468,30,77,3817,on-time,1,F,Nyeri,1
31,92535,28073,60,108,5591,early,1,M,Nyeri,0
32,50436,48655,60,20,1474,on-time,0,M,Eldoret,1
48,16569,35341,60,63,5542,on-time,0,M,Nyeri,1
18,18029,47127,30,51,8779,on-time,0,F,Nyeri,1
20,27490,3768,30,120,550,on-time,0,F,Kisumu,0
33,50875,39070,14,113,8644,on-time,0,F,Eldoret,1
40,10867,47514,7,13,7280,on-time,1,F,Eldoret,1
28,85820,34979,7,69,2040,early,1,M,Nairobi,1
29,14121,26351,7,63,2467,late,1,F,Nairobi,1
27,6539,16445,14,106,7987,early,0,M,Kisumu,1
49,96024,49583,7,140,347,early,0,M,Mombasa,1
33,22027,2160,30,127,3603,late,0,F,Eldoret,1
25,79229,23361,30,95,8859,late,0,M,Nairobi,1
55,13921,8041,60,100,8975,early,1,F,Nyeri,1
29,55435,19767,7,62,8935,late,0,F,Eldoret,1
41,15310,11846,30,36,578,on-time,1,F,Eldoret,1
45,68965,39644,60,52,2860,on-time,1,M,Eldoret,1
25,74922,20924,7,49,8068,early,1,F,Nairobi,1
45,98948,46657,7,104,6040,on-time,1,M,Kisumu,1
53,87839,14882,30,104,4552,on-time,1,F,Nairobi,0
43,17242,15738,60,50,1468,on-time,1,F,Nyeri,1
25,13947,22019,60,148,2326,on-time,1,F,Nyeri,1
45,76466,2095,30,130,3712,on-time,1,M,Mombasa,0
45,66816,39669,30,50,5662,late,1,M,Nairobi,1
54,53785,41983,30,125,1159,early,0,M,Nairobi,1
58,5507,46679,7,92,1744,early,0,F,Mombasa,1
53,71972,15123,30,65,5365,on-time,1,F,Mombasa,0
44,32151,29132,30,50,1911,early,0,M,Eldoret,1
34,16618,2079,14,85,2293,on-time,1,F,Eldoret,0
26,79286,30657,30,49,267,on-time,1,F,Nyeri,0
50,21122,46278,30,122,7542,on-time,0,F,Kisumu,1
37,12354,33375,7,51,4282,late,1,F,Nyeri,1
30,35979,25754,60,27,8445,on-time,1,M,Nairobi,1
45,91436,32153,7,65,2644,on-time,1,M,Kisumu,0
46,84376,19344,14,17,3968,on-time,1,M,Eldoret,0
30,57774,35241,30,11,8606,early,1,M,Mombasa,1
52,10037,38656,30,145,6050,on-time,1,F,Mombasa,1
23,33633,5979,30,32,9014,on-time,1,M,Nyeri,0
35,29495,2212,30,100,2409,on-time,0,M,Nairobi,0
22,69550,10001,30,111,6730,late,0,F,Nairobi,1
42,86384,14248,30,102,6786,early,1,M,Mombasa,0
19,41483,34187,14,116,2123,early,0,F,Nyeri,1
27,78373,16608,30,5,449,late,0,F,Nyeri,1
47,39069,37427,30,47,9115,early,1,M,Eldoret,1
22,12370,32368,30,46,8729,late,1,M,Eldoret,1
50,76947,6283,14,99,8460,late,1,M,Eldoret,1
18,44133,26854,30,133,8053,late,1,F,Kisumu,1
35,5692,11715,14,55,3401,on-time,1,F,Nyeri,1
49,33926,17165,7,148,4218,early,0,M,Nyeri,1
28,78984,35108,30,19,6919,on-time,1,F,Eldoret,0
38,48390,27797,60,129,2869,on-time,0,M,Mombasa,1
43,54593,48573,14,91,4599,early,1,F,Eldoret,1
42,80609,11584,7,57,2280,on-time,0,M,Kisumu,0
39,10209,15780,14,149,3445,on-time,0,F,Mombasa,1
44,11533,38905,14,93,2765,on-time,0,F,Nyeri,1
30,91597,22573,7,110,8523,late,1,M,Kisumu,1
50,12211,34359,30,10,9350,early,1,F,Kisumu,1
51,14927,1526,30,35,2642,on-time,1,M,Mombasa,0
58,82463,8855,14,44,9425,early,1,F,Eldoret,0
52,29594,44463,7,73,5540,early,1,M,Eldoret,1
18,79852,35060,30,139,8248,early,1,M,Nairobi,0
38,82713,30482,14,17,7210,on-time,1,M,Mombasa,1
23,81382,17571,60,8,3980,on-time,1,F,Eldoret,1
45,12933,32740,7,7,2837,late,1,M,Kisumu,1
34,45696,20142,60,144,2531,late,1,F,Eldoret,1
22,70449,26104,60,69,1487,on-time,0,M,Eldoret,0
48,72616,9625,14,31,9729,early,0,F,Kisumu,0
22,11089,40199,7,111,3465,on-time,0,M,Mombasa,1
55,61548,16926,30,54,2539,on-time,0,F,Nairobi,0
20,31123,32218,30,21,1416,on-time,1,F,Eldoret,1
40,12797,45472,14,36,5304,late,1,F,Eldoret,1
54,55013,27380,30,21,5104,early,1,M,Eldoret,1
54,13346,21566,30,38,784,on-time,1,M,Mombasa,1
27,90414,34205,60,39,6540,on-time,1,F,Kisumu,0
27,38672,44548,60,54,3187,late,0,F,Kisumu,1
36,22653,30717,7,107,9967,on-time,1,F,Kisumu,1
34,54556,42756,60,37,2213,on-time,1,M,Kisumu,1
38,31140,26135,30,93,1057,on-time,1,M,Kisumu,1
31,6184,29164,7,133,5878,late,1,F,Kisumu,1
26,39493,9953,7,89,8179,on-time,1,M,Eldoret,1
18,49148,39562,14,63,6128,early,0,M,Eldoret,1
30,29846,4574,60,14,5800,on-time,1,M,Kisumu,0
21,27195,21169,7,61,3194,on-time,1,M,Kisumu,1
18,10606,22604,30,70,2907,on-time,1,M,Mombasa,1
57,8956,25134,7,123,7682,late,0,F,Mombasa,1
49,21555,24202,7,116,9112,on-time,0,F,Nyeri,1
51,95385,1684,14,19,987,on-time,1,M,Eldoret,0
45,23690,38001,30,17,6115,on-time,1,F,Kisumu,1
48,63502,46765,30,118,5524,late,0,M,Eldoret,1
25,53849,9007,60,122,4093,late,1,F,Nyeri,1
56,31347,36096,30,146,3184,on-time,0,M,Mombasa,1
43,96321,42787,7,118,975,on-time,0,M,Nyeri,0
51,54056,10255,30,38,5369,on-time,1,M,Nairobi,0
20,68851,33262,30,105,7608,on-time,1,F,Mombasa,0
29,86502,19093,7,29,4096,on-time,1,F,Eldoret,0
18,86418,6782,14,116,656,on-time,0,F,Mombasa,0
22,75211,2234,60,58,5393,on-time,0,M,Nyeri,0
47,46850,38973,60,16,9000,on-time,0,M,Kisumu,1
47,83545,35188,14,130,817,on-time,0,F,Nyeri,0
34,32843,32996,7,141,3765,late,1,F,Nyeri,1
40,67320,30204,60,35,6647,on-time,0,M,Kisumu,0
32,34793,18152,14,82,5296,on-time,1,M,Eldoret,1
54,44516,43364,14,57,2119,on-time,1,M,Eldoret,1
38,22857,26019,14,116,8582,on-time,1,F,Mombasa,1
31,24627,20488,60,47,2283,on-time,1,M,Nyeri,1
19,66822,38123,60,46,3979,on-time,0,M,Mombasa,1
28,89101,20689,60,128,3036,early,0,M,Kisumu,0
56,96561,29506,60,71,6791,on-time,1,M,Nairobi,0
55,57248,18715,30,70,7145,on-time,0,F,Eldoret,0
51,60798,42029,14,148,2913,on-time,1,M,Kisumu,1
55,98368,14765,30,87,1337,on-time,1,F,Eldoret,0
51,49116,22942,14,98,4941,on-time,1,M,Mombasa,0
35,80318,39712,60,109,3143,on-time,1,F,Nairobi,0
47,92902,40894,60,148,6572,late,1,F,Nyeri,1
32,33557,39031,30,35,3187,late,1,F,Eldoret,1
44,76334,21478,7,122,3658,on-time,0,F,Nyeri,0
51,80163,23551,60,32,5393,on-time,1,M,Mombasa,1
55,83002,49068,7,8,8990,on-time,0,F,Eldoret,1
50,47614,29072,14,142,2953,early,1,F,Mombasa,1
41,17720,36561,30,22,1945,early,1,M,Nyeri,1
32,62608,3892,7,51,6462,early,0,F,Mombasa,0
47,77095,34966,7,13,6756,on-time,0,F,Mombasa,0
59,89694,25395,60,33,7666,early,1,M,Mombasa,0
34,92593,19756,7,148,3282,on-time,1,F,Kisumu,0
22,40892,23174,7,96,563,on-time,1,M,Kisumu,1
46,82242,35651,14,68,3960,early,1,F,Eldoret,0
21,82606,1797,30,115,5860,early,1,F,Mombasa,0
27,5924,9209,60,128,7360,late,0,F,Mombasa,1
34,56322,42003,60,114,550,on-time,1,M,Mombasa,1
27,31478,22346,7,122,2015,on-time,1,F,Kisumu,1
34,76042,49025,14,104,9215,early,0,M,Nyeri,1
37,51418,29024,7,35,3722,on-time,1,F,Mombasa,1
41,67217,30414,7,85,7176,on-time,1,F,Nairobi,0
22,95140,41818,60,50,415,late,1,F,Eldoret,1
51,85846,6947,7,53,4866,on-time,1,F,Kisumu,1
23,78762,10617,7,46,4893,late,1,M,Nyeri,1
19,16781,21704,14,116,1476,late,0,M,Nairobi,1
30,10515,29702,60,31,2915,on-time,1,M,Mombasa,1
28,41133,2892,30,92,1362,on-time,0,F,Kisumu,0
40,87508,30754,14,125,9419,late,1,M,Mombasa,1
33,81946,4424,14,7,3025,on-time,0,M,Eldoret,0
48,90058,43218,14,64,9344,early,1,F,Kisumu,0
28,14095,14418,60,83,3568,on-time,0,M,Nairobi,1
33,93583,30886,7,149,4121,early,0,F,Nyeri,0
25,25470,35783,30,36,4509,on-time,1,F,Nyeri,1
21,48129,24057,60,11,647,on-time,0,M,Eldoret,0
57,13531,5833,7,75,4991,late,0,M,Nyeri,1
21,42038,10894,14,132,3623,on-time,1,F,Nyeri,1
42,92939,49710,60,62,7142,late,0,F,Eldoret,1
20,47674,42833,7,116,9821,on-time,0,F,Nairobi,1
49,99658,1565,30,52,5705,on-time,0,F,Kisumu,0
20,87476,41180,30,115,206,late,0,M,Kisumu,1
44,34831,19402,7,75,9148,on-time,1,F,Eldoret,1
46,62174,43845,60,79,3084,on-time,1,M,Mombasa,1
49,16279,11315,14,78,5568,on-time,1,F,Eldoret,1
36,43220,13834,7,125,5952,on-time,0,M,Eldoret,0
38,65610,3314,14,59,1350,late,1,F,Eldoret,1
22,57719,38180,30,45,6839,on-time,1,F,Eldoret,1
35,58051,4883,7,101,6232,on-time,0,M,Nyeri,0
45,77013,45152,30,37,1711,on-time,0,F,Nyeri,1
59,61652,11051,14,38,8028,early,0,M,Nairobi,0
39,70524,41984,14,66,1890,on-time,0,F,Eldoret,1
38,87936,12695,7,23,7317,early,0,F,Kisumu,0
23,11470,24123,7,14,967,on-time,0,F,Mombasa,1
18,72598,8902,7,124,2869,on-time,1,M,Nyeri,1
22,46798,46955,30,127,427,on-time,1,F,Kisumu,1
58,58473,18573,14,108,3916,on-time,1,M,Nyeri,0
29,24880,30374,14,145,3248,late,1,F,Nairobi,1
43,49439,13288,30,9,6876,on-time,1,M,Mombasa,0
51,19308,47978,7,62,2655,late,0,M,Nyeri,1
31,96563,7884,60,63,9422,on-time,0,F,Mombasa,0
43,40081,11559,7,132,4436,on-time,1,F,Mombasa,1
44,80242,19125,60,90,2582,early,1,F,Kisumu,0
26,55383,4688,60,108,3199,on-time,1,F,Nyeri,0
43,14837,24869,30,147,9848,early,1,M,Mombasa,1
39,57151,47882,14,133,5886,on-time,0,M,Eldoret,1
47,41824,39137,14,42,6832,on-time,0,F,Mombasa,1
34,38073,45706,14,111,8085,on-time,1,M,Mombasa,1
43,98648,5023,14,113,6154,on-time,1,F,Nyeri,0
53,31299,49750,30,57,668,on-time,0,F,Eldoret,1
18,63861,18100,60,56,1754,on-time,1,F,Mombasa,0
25,35063,37735,14,5,7232,early,0,F,Nyeri,1
52,74453,8423,60,15,3833,on-time,1,F,Nyeri,0
32,73472,40218,30,62,3329,on-time,0,M,Mombasa,1
39,19506,13213,7,132,6911,on-time,1,F,Nairobi,1
31,99341,36983,30,48,8442,early,1,M,Nairobi,0
43,84854,34158,14,10,1895,on-time,1,F,Kisumu,0
45,31026,29460,7,12,6639,early,1,F,Nairobi,1
40,32672,32017,30,9,8640,early,1,F,Nairobi,1
31,43417,34000,30,110,6314,early,1,F,Nyeri,1
41,57413,27502,60,116,8688,on-time,1,M,Nyeri,0
19,70066,31990,30,21,6245,on-time,0,M,Mombasa,0
43,64213,20515,7,13,2709,late,0,F,Mombasa,1
31,55971,30991,30,82,9450,on-time,0,F,Nyeri,1
24,32281,8634,14,18,8437,on-time,1,F,Mombasa,1
20,33091,12498,60,117,2326,late,1,F,Nyeri,1
40,55494,11916,7,95,8555,on-time,0,M,Nairobi,0
35,23610,30377,7,29,6030,on-time,1,M,Mombasa,1
55,6079,34001,30,102,6942,late,1,F,Nairobi,1
52,51751,2391,14,7,3180,late,1,M,Kisumu,1
32,91126,44852,60,143,1087,on-time,1,M,Mombasa,0
42,60432,43215,7,116,9639,on-time,0,F,Nyeri,1
54,35951,15184,60,51,1460,on-time,0,M,Nyeri,0
45,85863,28114,30,54,7150,on-time,1,F,Kisumu,1
27,83291,12882,14,128,7646,late,0,M,Nyeri,1
56,64872,48606,30,94,1826,on-time,1,M,Nairobi,1
34,12235,18273,60,71,1007,late,1,F,Nyeri,1
56,87733,41670,30,6,9475,on-time,1,M,Kisumu,0
39,67712,46647,60,6,2924,on-time,1,M,Eldoret,1
43,26473,18129,7,69,9550,on-time,1,M,Eldoret,1
42,72567,43679,7,95,8125,on-time,0,M,Nairobi,1
34,84823,1427,30,120,8490,early,1,M,Eldoret,0
30,37230,32416,7,53,9348,late,1,F,Nyeri,1
37,89573,1731,60,73,2555,on-time,0,F,Kisumu,0
42,97588,1799,7,136,5308,on-time,1,M,Nairobi,1
21,73876,29873,14,149,7874,late,0,F,Eldoret,1
27,45644,8025,14,130,3465,late,0,M,Nyeri,1
20,53664,15481,30,57,9552,late,1,M,Nyeri,1
58,50203,26411,30,116,5379,on-time,1,F,Mombasa,1
35,71677,32358,30,143,6051,on-time,1,M,Mombasa,1
53,30425,41392,30,117,9605,on-time,1,F,Kisumu,1
39,89817,15961,60,147,6797,on-time,1,M,Nairobi,0
51,90961,22767,60,118,8869,late,1,M,Eldoret,1
25,74806,42000,14,142,6776,on-time,0,F,Eldoret,1
57,47814,37135,60,52,1120,early,0,M,Nyeri,1
36,75219,22392,7,35,3944,early,0,F,Eldoret,0
59,54646,14262,14,41,3673,late,0,F,Kisumu,1
58,44884,6229,30,112,5542,late,1,M,Mombasa,1
54,74322,24772,30,32,8014,on-time,1,M,Nyeri,0
23,26650,19799,60,74,6158,on-time,0,F,Nairobi,1
43,99242,47515,14,18,8051,on-time,1,M,Nyeri,0
51,14190,24555,60,126,8902,on-time,1,M,Eldoret,1
23,43196,27616,60,20,8620,on-time,0,F,Kisumu,1
54,44449,20333,60,29,646,on-time,1,M,Nairobi,1
50,44661,5261,14,70,8630,on-time,0,M,Nyeri,0
39,34709,4466,30,42,3281,on-time,1,F,Eldoret,0
38,85428,47553,7,107,9098,on-time,1,M,Nyeri,1
23,80179,4088,30,102,9325,late,1,M,Nairobi,1
23,14943,46783,14,119,4087,late,1,M,Eldoret,1
21,48240,2115,30,44,3433,late,1,M,Mombasa,1
47,50760,5578,30,68,2840,late,1,M,Nairobi,1
28,26042,3590,7,93,5001,on-time,0,M,Mombasa,0
47,48894,8372,30,104,9988,on-time,0,F,Mombasa,0
48,11869,4573,30,148,5808,on-time,1,M,Eldoret,0
41,66078,3978,30,86,2182,on-time,0,M,Nyeri,0
26,61759,44407,60,81,4752,on-time,0,M,Nyeri,1
20,49306,10422,14,63,9977,on-time,1,F,Kisumu,0
48,60371,44626,14,95,4686,on-time,1,M,Nairobi,1
57,25918,24697,7,102,9895,on-time,1,F,Nairobi,1
54,33379,31820,60,143,360,early,1,F,Eldoret,1
53,95810,38743,60,5,3896,early,1,F,Eldoret,1
41,88232,5925,30,17,6082,on-time,1,F,Kisumu,1
48,7962,30430,14,34,600,on-time,1,F,Kisumu,1
23,18851,29834,7,22,1115,on-time,1,M,Mombasa,1
19,50747,25435,60,82,8205,early,1,M,Kisumu,1
37,57349,22676,30,145,7764,on-time,1,M,Nyeri,1
45,75832,44554,7,36,4063,on-time,1,M,Mombasa,1
28,61356,20814,60,75,5418,on-time,1,F,Kisumu,0
21,19745,15716,7,54,2806,early,0,F,Nyeri,1
32,10730,28528,60,120,6235,late,0,F,Nyeri,1
23,18921,2995,7,117,5881,on-time,1,F,Mombasa,1
47,76138,23414,60,84,2199,on-time,1,F,Mombasa,0
55,88111,14844,60,35,6486,on-time,1,F,Nyeri,0
19,24023,37659,7,55,5438,on-time,0,M,Eldoret,1
32,50349,16522,60,64,2665,late,1,M,Mombasa,1
28,86533,40913,60,37,8400,early,1,M,Nairobi,0
25,88286,9498,60,131,5116,on-time,1,M,Eldoret,0
43,46979,43322,7,130,8357,on-time,0,F,Nairobi,1
22,27837,3102,7,45,3181,on-time,0,F,Kisumu,0
23,19997,36798,60,23,4397,early,1,F,Mombasa,1
43,93603,9524,60,45,6013,early,1,M,Mombasa,0
21,50039,31846,7,89,3048,on-time,1,M,Nyeri,1
36,25923,9107,30,93,8505,on-time,1,M,Mombasa,1
37,13876,19268,60,46,6311,on-time,1,M,Nairobi,1
50,65973,48703,30,124,1140,on-time,1,M,Eldoret,1
37,7887,25399,7,27,8088,on-time,1,M,Kisumu,1
29,68723,10624,60,37,7573,on-time,1,F,Eldoret,0
18,47422,28126,30,24,7659,late,0,M,Nairobi,1
43,56413,24131,7,94,1087,on-time,1,M,Kisumu,0
31,7841,49591,30,108,3295,on-time,1,M,Nyeri,1
55,33756,21714,14,16,5199,on-time,0,F,Mombasa,1
54,76576,41631,7,147,603,on-time,1,M,Mombasa,1
28,15304,36877,14,55,5444,on-time,1,M,Nyeri,1
53,35341,19570,7,10,9047,early,1,F,Nairobi,1
30,9758,13482,7,95,9633,early,1,M,Nyeri,1
20,22010,35318,60,73,8248,late,0,M,Nairobi,1
50,65758,34414,14,127,6110,early,1,F,Kisumu,1
23,36658,22040,14,119,1481,on-time,0,F,Eldoret,1
27,54002,14407,14,115,5702,early,1,M,Eldoret,0
22,6375,46468,7,65,7112,on-time,0,F,Nyeri,1
40,27092,34305,14,111,3826,on-time,1,F,Mombasa,1
27,5490,15166,14,82,1987,early,1,M,Nyeri,1
19,8729,7572,60,99,9615,early,0,F,Mombasa,1
30,10974,34002,30,78,3909,on-time,1,F,Nyeri,1
57,90216,27972,30,52,2231,on-time,1,M,Nyeri,1
19,88860,47835,14,100,2524,on-time,0,F,Eldoret,1
37,26398,43464,14,35,5539,early,0,M,Mombasa,1
18,39650,47918,14,38,5574,late,1,F,Eldoret,1
54,26292,23923,14,91,9300,late,0,F,Mombasa,1
26,8159,2909,30,139,1417,early,1,M,Kisumu,0
34,67766,45918,60,87,6747,late,0,F,Kisumu,1
26,99887,33848,7,139,3316,on-time,1,F,Kisumu,0
28,22065,3083,14,51,116,on-time,0,F,Nairobi,0
32,26638,47146,14,140,4770,on-time,0,F,Eldoret,1
41,6073,48985,30,133,2723,on-time,0,F,Eldoret,1
55,51511,18140,14,129,229,on-time,1,M,Kisumu,0
52,89307,3670,60,81,1573,on-time,1,F,Nyeri,0
47,34320,37519,60,7,9241,on-time,0,M,Eldoret,1
48,74876,45512,14,96,9360,on-time,1,F,Mombasa,1
22,39924,39029,30,147,4411,on-time,1,F,Eldoret,1
31,86720,15691,14,104,9915,late,0,M,Eldoret,1
28,45734,40620,14,131,2995,late,0,F,Mombasa,1
26,73116,35262,30,72,2836,late,0,F,Kisumu,1
51,45025,26595,60,137,5198,late,0,F,Kisumu,1
